Name;DOB;Age;V/D;TS;TR;Adversary;Country;Ranking;Table;Weapon;Sex;Category;City;Type;Date
EBERT Leonie;1999-10-04;18;V;5;3;BARTALOVA Vivien;SVK;391;;F;F;J;(Bochum);A;2017-10-28
EBERT Leonie;1999-10-04;16;V;5;1;BATENINA Olga;RUS;189;;F;F;J;(Lyon);A;2015-12-12
EBERT Leonie;1999-10-04;16;D;7;15;BATINI Martina;ITA;9;;F;F;S;(Shanghai);GP;2016-06-03
EBERT Leonie;1999-10-04;16;V;5;2;BEARDMORE Kate;GBR;121;;F;F;J;(Bratislava);A;2015-11-29
EBERT Leonie;1999-10-04;16;V;15;4;BEARDMORE Kate;GBR;121;;F;F;J;(Bochum);A;2015-10-31
EBERT Leonie;1999-10-04;16;V;15;9;BEHR Leandra;GER;23;;F;F;J;(Bourges);CHM;2016-04-05
EBERT Leonie;1999-10-04;16;D;6;15;BEHR Kristin;GER;151;;F;F;S;(Gdansk);A;2016-01-15
EBERT Leonie;1999-10-04;14;V;15;13;BEHR Kristin;GER;154;;F;F;S;(Turin);A;2014-03-21
EBERT Leonie;1999-10-04;14;V;11;10;BEHR Greta;GER;190;;F;F;J;(Bratislava);A;2013-11-16
EBERT Leonie;1999-10-04;18;V;5;1;BERNO Eleonora;ITA;73;;F;F;J;(Mödling);A;2018-02-17
EBERT Leonie;1999-10-04;18;D;13;15;BERTHIER Amita;SGP;3;;F;F;J;(Verona);CHM;2018-04-07
EBERT Leonie;1999-10-04;15;V;15;13;BERTHIER Amita;SGP;176;;F;F;J;(Tashkent);CHM;2015-04-05
EBERT Leonie;1999-10-04;15;D;1;5;BERTHIER Aarya;SGP;79;;F;F;J;(Tashkent);CHM;2015-04-05
EBERT Leonie;1999-10-04;18;V;12;5;BIANCHIN Elisabetta;ITA;60;;F;F;S;(Shanghai);GP;2018-05-18
EBERT Leonie;1999-10-04;18;V;3;2;BIANCHIN Elisabetta;ITA;60;;F;F;S;California);GP;2018-03-17
EBERT Leonie;1999-10-04;17;V;15;7;BIANCHIN Elisabetta;ITA;27;;F;F;J;(Udine);A;2017-02-18
EBERT Leonie;1999-10-04;16;V;15;5;BIANCHIN Elisabetta;ITA;5;;F;F;J;(Bochum);A;2015-10-31
EBERT Leonie;1999-10-04;15;V;5;1;BIANCHIN Elisabetta;ITA;3;;F;F;J;(Mödling);A;2015-01-10
EBERT Leonie;1999-10-04;15;V;5;0;BIANCHIN Elisabetta;ITA;3;;F;F;J;(Bochum);A;2014-11-01
EBERT Leonie;1999-10-04;14;V;15;7;BIANCHIN Elisabetta;ITA;39;;F;F;J;(Budapest);A;2014-02-15
EBERT Leonie;1999-10-04;14;D;2;4;BIANCHIN Elisabetta;ITA;39;;F;F;J;(Budapest);A;2014-02-15
EBERT Leonie;1999-10-04;17;V;15;8;BICEGO Lodovica;ITA;60;;F;F;J;(Bochum);A;2016-10-28
EBERT Leonie;1999-10-04;16;V;3;1;BICEGO Lodovica;ITA;28;;F;F;J;(Lyon);A;2015-12-12
EBERT Leonie;1999-10-04;16;V;5;1;BICEGO Lodovica;ITA;28;;F;F;J;(Bochum);A;2015-10-31
EBERT Leonie;1999-10-04;15;V;15;9;BICEGO Lodovica;ITA;93;;F;F;J;(Bochum);A;2014-11-01
EBERT Leonie;1999-10-04;14;D;3;4;BICEGO Lodovica;ITA;194;;F;F;J;(Lyon);A;2014-02-01
EBERT Leonie;1999-10-04;17;V;5;2;BIKBULATOVA Adelina;RUS;134;;F;F;J;(Udine);A;2017-02-18
EBERT Leonie;1999-10-04;17;V;5;4;BILODEAU Ariane;CAN;164;;F;F;S;California);GP;2017-03-17
EBERT Leonie;1999-10-04;17;V;5;4;BIMOVA Andrea;CZE;92;;F;F;S;(Turin);GP;2016-12-02
EBERT Leonie;1999-10-04;16;D;1;5;BIMOVA Andrea;CZE;240;;F;F;S;(TORUN);CHZ;2016-06-21
EBERT Leonie;1999-10-04;17;V;5;2;BITTEROVA Kitti;SVK;67;;F;F;J;(Udine);A;2017-02-18
EBERT Leonie;1999-10-04;16;V;5;2;BITTEROVA Kitti;SVK;72;;F;F;J;(Mödling);A;2016-01-09
EBERT Leonie;1999-10-04;15;V;5;1;BITTEROVA Kitti;SVK;57;;F;F;J;(Tashkent);CHM;2015-04-05
EBERT Leonie;1999-10-04;15;V;4;2;BLANC Lise;FRA;120;;F;F;J;(Lyon);A;2014-12-13
EBERT Leonie;1999-10-04;14;V;5;4;BLANC Lise;FRA;107;;F;F;J;(Budapest);A;2014-02-15
EBERT Leonie;1999-10-04;15;D;3;5;BLAZE Anita;FRA;20;;F;F;S;(Shanghai);GP;2015-05-15
EBERT Leonie;1999-10-04;15;V;5;2;BLUM Oceane;FRA;59;;F;F;J;(Maribor);CHZ;2015-03-01
EBERT Leonie;1999-10-04;17;V;5;3;BOFINGER Erin;AUS;358;;F;F;J;(Mödling);A;2017-01-28
EBERT Leonie;1999-10-04;16;V;5;1;BOFINGER Erin;AUS;354;;F;F;J;(Mödling);A;2016-01-09
EBERT Leonie;1999-10-04;17;V;5;1;BOLDOR Ana;ROU;65;;F;F;J;(Plovdiv);CHM;2017-04-07
EBERT Leonie;1999-10-04;16;V;15;4;BOLDOR Ana;ROU;57;;F;F;J;(Mödling);A;2016-01-09
EBERT Leonie;1999-10-04;15;D;14;15;BOLDOR Maria;ROU;11;;F;F;J;(Lyon);A;2014-12-13
EBERT Leonie;1999-10-04;16;V;5;2;BONETTI Giovana;BRA;77;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;15;V;15;7;BORELLA Claudia;ITA;20;;F;F;J;(Tashkent);CHM;2015-04-05
EBERT Leonie;1999-10-04;17;V;15;10;BRAUN Julia;GER;48;;F;F;J;(Bochum);A;2016-10-28
EBERT Leonie;1999-10-04;16;V;15;7;BREDY Perrine;FRA;215;;F;F;J;(Lyon);A;2015-12-12
EBERT Leonie;1999-10-04;18;V;5;2;BRETEAU Andrea;ESP;234;;F;F;S;(St-Maur);A;2017-11-03
EBERT Leonie;1999-10-04;17;V;15;7;BRETEAU Andrea;ESP;75;;F;F;J;(Zagreb);A;2017-01-07
EBERT Leonie;1999-10-04;18;V;5;0;BRONDUM Alexandra;DEN;483;;F;F;S;California);GP;2018-03-17
EBERT Leonie;1999-10-04;18;D;9;15;BROT Coralie;FRA;68;;F;F;S;(Turin);GP;2017-12-01
EBERT Leonie;1999-10-04;15;D;3;5;BROT Coralie;FRA;157;;F;F;S;(Tauberbischofsheim);A;2015-05-01
EBERT Leonie;1999-10-04;17;V;5;2;BUDENKO Kateryna;UKR;191;;F;F;J;(Plovdiv);CHZ;2017-03-06
EBERT Leonie;1999-10-04;18;V;5;1;BULCAO Ana Beatriz;BRA;91;;F;F;S;(Alger);A;2018-02-02
EBERT Leonie;1999-10-04;17;V;5;4;BUTRUILLE Solene;FRA;80;;F;F;S;(Shanghai);GP;2017-05-19
EBERT Leonie;1999-10-04;16;V;3;2;BUTRUILLE Solene;FRA;38;;F;F;J;(Bratislava);A;2015-11-29
EBERT Leonie;1999-10-04;16;D;13;14;BUTRUILLE Solene;FRA;38;;F;F;J;(Bratislava);A;2015-11-29
EBERT Leonie;1999-10-04;18;V;5;4;CALUGAREANU Malina;ROU;90;;F;F;S;(Katowice);A;2018-01-12
EBERT Leonie;1999-10-04;15;V;15;8;CALUGAREANU Malina;ROU;1;;F;F;J;(Maribor);CHZ;2015-03-01
EBERT Leonie;1999-10-04;18;V;5;2;CANDIANI Vittoria;ITA;123;;F;F;J;(Udine);A;2018-01-06
EBERT Leonie;1999-10-04;17;D;3;5;CANDIANI Vittoria;ITA;130;;F;F;J;(Udine);A;2017-02-18
EBERT Leonie;1999-10-04;16;V;15;10;CAO Ying;CAN;21;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;17;V;5;2;CARBALLO BARRERA Rina Gabriela;ESA;210;;F;F;S;(Leipzig);CHM;2017-07-19
EBERT Leonie;1999-10-04;16;V;5;1;CASILLAS Lydia;MEX;55;;F;F;J;(Bourges);CHM;2016-04-05
EBERT Leonie;1999-10-04;14;V;5;4;CASILLAS Lydia;MEX;1;;F;F;C;(Plovdiv);CHM;2014-04-03
EBERT Leonie;1999-10-04;15;D;1;5;CASTANIE Rozene;FRA;122;;F;F;J;(Bratislava);A;2014-11-21
EBERT Leonie;1999-10-04;19;V;15;4;CASTRO Ariadna;ESP;161;;F;F;J;(Londres);A;2018-11-03
EBERT Leonie;1999-10-04;17;V;5;0;CATARZI Constance;FRA;51;;F;F;J;(Zagreb);A;2017-01-07
EBERT Leonie;1999-10-04;18;V;5;2;CAUJOLLE Emeline;FRA;157;;F;F;J;(Zagreb);A;2018-01-27
EBERT Leonie;1999-10-04;15;V;5;1;CECCHINI Gabriela;BRA;73;;F;F;S;(Moscow);CHM;2015-07-15
EBERT Leonie;1999-10-04;16;V;5;0;CENKER Freya;AUT;159;;F;F;S;(St-Maur);A;2015-11-06
EBERT Leonie;1999-10-04;14;D;3;5;CENKER Freya;AUT;291;;F;F;S;(Budapest);A;2014-02-07
EBERT Leonie;1999-10-04;18;D;10;12;CHAE Song Oh;KOR;25;;F;F;S;(Shanghai);GP;2018-05-18
EBERT Leonie;1999-10-04;17;D;2;5;CHAE Song Oh;KOR;142;;F;F;S;(Turin);GP;2016-12-02
EBERT Leonie;1999-10-04;17;V;5;2;CHART Yvonne;GBR;265;;F;F;S;(Cancun);A;2016-10-14
EBERT Leonie;1999-10-04;16;V;5;2;CHEN Ling Yi;TPE;160;;F;F;J;(Bratislava);A;2015-11-29
EBERT Leonie;1999-10-04;14;D;2;5;CHEN Bingbing;CHN;24;;F;F;S;(Tauberbischofsheim);A;2014-03-14
EBERT Leonie;1999-10-04;17;V;4;3;CHEUNG Kimberley Vanessa;HKG;63;;F;F;S;California);GP;2017-03-17
EBERT Leonie;1999-10-04;15;V;5;2;CHEUNG Kimberley Vanessa;HKG;87;;F;F;S;(Shanghai);GP;2015-05-15
EBERT Leonie;1999-10-04;17;V;5;0;CHIBA Akane;JPN;187;;F;F;J;(Mödling);A;2017-01-28
EBERT Leonie;1999-10-04;14;D;0;5;CHLEWINSKA Karolina;POL;36;;F;F;S;(Tauberbischofsheim);A;2014-03-14
EBERT Leonie;1999-10-04;16;D;2;5;CHOI Yumin;KOR;46;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;18;V;5;4;CHRZANOWSKA Marika;POL;94;;F;F;S;(Katowice);A;2018-01-12
EBERT Leonie;1999-10-04;17;D;1;5;CHRZANOWSKA Marika;POL;95;;F;F;S;(Turin);GP;2016-12-02
EBERT Leonie;1999-10-04;14;D;4;5;CHRZANOWSKA Marika;POL;48;;F;F;J;(Budapest);A;2014-02-15
EBERT Leonie;1999-10-04;17;D;13;14;CHRZANOWSKA Julia;POL;22;;F;F;J;(Plovdiv);CHM;2017-04-07
EBERT Leonie;1999-10-04;17;V;5;4;CHRZANOWSKA Julia;POL;93;;F;F;S;(Gdansk);A;2017-02-03
EBERT Leonie;1999-10-04;17;D;11;15;CHRZANOWSKA Julia;POL;93;;F;F;S;(Alger);A;2017-01-13
EBERT Leonie;1999-10-04;16;D;2;5;CHRZANOWSKA Julia;POL;149;;F;F;S;(Alger);A;2016-02-05
EBERT Leonie;1999-10-04;15;D;2;5;CHRZANOWSKA Julia;POL;310;;F;F;S;(Tauberbischofsheim);A;2015-05-01
EBERT Leonie;1999-10-04;14;V;5;1;CIMIOTTI Carlotta;SUI;283;;F;F;J;(Jerusalem);CHZ;2014-03-01
EBERT Leonie;1999-10-04;14;V;5;1;CIMIOTTI Carlotta;SUI;283;;F;F;J;(Lyon);A;2014-02-01
EBERT Leonie;1999-10-04;18;D;2;5;CINI Chiara;ITA;19;;F;F;S;Sad);CHZ;2018-06-17
EBERT Leonie;1999-10-04;18;V;5;2;CINI Chiara;ITA;19;;F;F;S;(Alger);A;2018-02-02
EBERT Leonie;1999-10-04;18;V;5;4;CINI Chiara;ITA;19;;F;F;S;(Cancun);A;2017-10-13
EBERT Leonie;1999-10-04;17;D;3;5;CIPRESSA Erica;ITA;76;;F;F;S;(Tauberbischofsheim);A;2017-04-28
EBERT Leonie;1999-10-04;17;V;5;4;CIPRESSA Erica;ITA;76;;F;F;S;(Alger);A;2017-01-13
EBERT Leonie;1999-10-04;15;V;15;7;CIPRESSA Erica;ITA;15;;F;F;J;(Maribor);CHZ;2015-03-01
EBERT Leonie;1999-10-04;14;V;5;2;CIPRESSA Erica;ITA;6;;F;F;J;(Bochum);A;2013-11-30
EBERT Leonie;1999-10-04;17;D;1;5;CIPRIANI Valentina;ITA;37;;F;F;S;(Cancun);A;2016-10-14
EBERT Leonie;1999-10-04;15;D;1;5;CIPRIANI Valentina;ITA;59;;F;F;S;(Tauberbischofsheim);A;2015-05-01
EBERT Leonie;1999-10-04;16;V;5;1;COMERFORD Shannon;CAN;69;;F;F;S;(Gdansk);A;2016-01-15
EBERT Leonie;1999-10-04;14;V;4;3;CZAJKA Weronika;POL;141;;F;F;J;(Bratislava);A;2013-11-16
EBERT Leonie;1999-10-04;18;V;5;0;DAJCIC Marcela;CRO;338;;F;F;S;Sad);CHZ;2018-06-17
EBERT Leonie;1999-10-04;15;V;15;8;DAMINOVA Dinara;RUS;174;;F;F;J;(Mödling);A;2015-01-10
EBERT Leonie;1999-10-04;15;V;3;2;DAMINOVA Dinara;RUS;174;;F;F;J;(Bochum);A;2014-11-01
EBERT Leonie;1999-10-04;18;V;15;14;DE COSTANZO Valentina;ITA;31;;F;F;S;(Tauberbischofsheim);A;2018-04-27
EBERT Leonie;1999-10-04;17;V;15;11;DE COSTANZO Valentina;ITA;47;;F;F;S;(Cancun);A;2016-10-14
EBERT Leonie;1999-10-04;15;V;5;3;DEREVYANKO Anastasiya;UKR;182;;F;F;J;(Bratislava);A;2014-11-21
EBERT Leonie;1999-10-04;19;D;9;13;DERIGLAZOVA Inna;RUS;1;;F;F;S;(Katowice);A;2019-01-11
EBERT Leonie;1999-10-04;19;V;15;5;DESCHNER Stefani;USA;103;;F;F;J;(Londres);A;2018-11-03
EBERT Leonie;1999-10-04;18;V;15;10;DESCHNER Stefani;USA;77;;F;F;J;(Mödling);A;2018-02-17
EBERT Leonie;1999-10-04;16;D;11;15;DESCHNER Stefani;USA;3;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;16;V;4;2;DESCHNER Stefani;USA;149;;F;F;J;(Zagreb);A;2016-01-30
EBERT Leonie;1999-10-04;15;D;2;5;DESCHNER Stefani;USA;1;;F;F;C;(Tashkent);CHM;2015-04-03
EBERT Leonie;1999-10-04;14;V;5;0;DHAEYER Carlotta;BEL;317;;F;F;J;(Luxembourg);A;2013-11-10
EBERT Leonie;1999-10-04;14;V;5;3;DIACHENKO Olga;UKR;1;;F;F;C;(Plovdiv);CHM;2014-04-03
EBERT Leonie;1999-10-04;15;V;5;1;DIAZ Maria Teresa;ESP;144;;F;F;J;(Tashkent);CHM;2015-04-05
EBERT Leonie;1999-10-04;14;V;5;1;DICKSON Chloe;GBR;68;;F;F;J;(Jerusalem);CHZ;2014-03-01
EBERT Leonie;1999-10-04;18;V;5;3;DOGANAY Simay;TUR;317;;F;F;S;(Turin);GP;2017-12-01
EBERT Leonie;1999-10-04;16;V;5;0;DOGRUYOL Ovgu;TUR;363;;F;F;J;(Lyon);A;2015-12-12
EBERT Leonie;1999-10-04;16;V;5;1;DON Laura;BEL;289;;F;F;J;(Bochum);A;2015-10-31
EBERT Leonie;1999-10-04;17;V;5;1;DUBROVICH Jacqueline;USA;49;;F;F;S;(Cancun);A;2016-10-14
EBERT Leonie;1999-10-04;16;V;15;11;DUCHESNE Marie;FRA;18;;F;F;J;(Lyon);A;2015-12-12
EBERT Leonie;1999-10-04;15;V;5;1;DUCHESNE Marie;FRA;98;;F;F;J;(Mödling);A;2015-01-10
EBERT Leonie;1999-10-04;17;V;5;3;DUENHOELTER Anna;ESP;429;;F;F;S;(Tauberbischofsheim);A;2017-04-28
EBERT Leonie;1999-10-04;14;V;5;0;DURANDO Benedetta;ITA;51;;F;F;S;(Turin);A;2014-03-21
EBERT Leonie;1999-10-04;18;V;5;3;DUXBURY Victoria;IRL;322;;F;F;S;(Katowice);A;2018-01-12
EBERT Leonie;1999-10-04;17;V;5;0;DUXBURY Victoria;IRL;297;;F;F;S;(St-Maur);A;2016-11-04
EBERT Leonie;1999-10-04;18;V;5;1;DVORKIN Mary;ISR;132;;F;F;S;Sad);CHZ;2018-06-17
EBERT Leonie;1999-10-04;18;V;5;2;ELESINA Irina;RUS;123;;F;F;S;(Turin);GP;2017-12-01
EBERT Leonie;1999-10-04;16;V;15;2;ELIZONDO Isabelle;USA;10;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;17;D;3;5;ENDO Rina;JPN;157;;F;F;J;(Lyon);A;2016-12-17
EBERT Leonie;1999-10-04;17;V;5;1;ENGELKE Isabelle;SWE;387;;F;F;J;(Mödling);A;2017-01-28
EBERT Leonie;1999-10-04;16;V;5;2;ENRIGHT Irene;FIN;278;;F;F;S;(Tauberbischofsheim);A;2016-05-20
EBERT Leonie;1999-10-04;18;D;5;15;ERRIGO Arianna;ITA;5;;F;F;S;(Wuxi);CHM;2018-07-20
EBERT Leonie;1999-10-04;17;V;5;0;ESPINOZA ROQUEZ Daniela Luciana;ARG;207;;F;F;S;(Leipzig);CHM;2017-07-19
EBERT Leonie;1999-10-04;19;D;13;15;FAVARETTO Martina;ITA;51;;F;F;S;(Alger);A;2018-11-23
EBERT Leonie;1999-10-04;18;D;14;15;FAVARETTO Martina;ITA;1;;F;F;J;(Sochi);CHZ;2018-03-08
EBERT Leonie;1999-10-04;18;D;7;15;FAVARETTO Martina;ITA;1;;F;F;J;(Zagreb);A;2018-01-27
EBERT Leonie;1999-10-04;18;V;15;12;FAVARETTO Martina;ITA;1;;F;F;J;(Udine);A;2018-01-06
EBERT Leonie;1999-10-04;18;D;7;15;FAVARETTO Martina;ITA;1;;F;F;J;(Bochum);A;2017-10-28
EBERT Leonie;1999-10-04;15;V;5;0;FERNANDEZ Elia;SUI;315;;F;F;J;(Lyon);A;2014-12-13
EBERT Leonie;1999-10-04;15;V;5;4;FERNANDEZ Elia;SUI;315;;F;F;J;(Bratislava);A;2014-11-21
EBERT Leonie;1999-10-04;14;V;5;1;FERNANDEZ Elia;SUI;300;;F;F;J;(Budapest);A;2014-02-15
EBERT Leonie;1999-10-04;17;V;15;4;FERON Johanna;GER;145;;F;F;J;(Udine);A;2017-02-18
EBERT Leonie;1999-10-04;18;V;5;3;FIHOSY Ayesha;GBR;218;;F;F;S;(Turin);GP;2017-12-01
EBERT Leonie;1999-10-04;16;D;12;15;FIHOSY Ayesha;GBR;31;;F;F;J;(Lyon);A;2015-12-12
EBERT Leonie;1999-10-04;14;D;6;15;FIHOSY Ayesha;GBR;52;;F;F;J;(Lyon);A;2014-02-01
EBERT Leonie;1999-10-04;14;V;11;10;FIHOSY Ayesha;GBR;52;;F;F;J;(Luxembourg);A;2013-11-10
EBERT Leonie;1999-10-04;18;D;4;5;FILBY Sarah;CAN;44;;F;F;J;(Verona);CHM;2018-04-07
EBERT Leonie;1999-10-04;15;V;13;6;FILBY Sarah;CAN;1;;F;F;C;(Tashkent);CHM;2015-04-03
EBERT Leonie;1999-10-04;14;V;5;2;FINTER Rose;CAN;194;;F;F;S;(Tauberbischofsheim);A;2014-03-14
EBERT Leonie;1999-10-04;18;V;5;0;FLORES Hannia;MEX;477;;F;F;S;(Cancun);A;2017-10-13
EBERT Leonie;1999-10-04;14;V;5;1;FRACKENPOHL Helena;GER;351;;F;F;J;(Bochum);A;2013-11-30
EBERT Leonie;1999-10-04;15;D;3;5;FRACKOWIAK Adrianna;POL;197;;F;F;J;(Bochum);A;2014-11-01
EBERT Leonie;1999-10-04;16;D;13;14;FU Yiting;CHN;14;;F;F;J;(Bourges);CHM;2016-04-05
EBERT Leonie;1999-10-04;17;V;5;2;GARCIA MENDICINO Cristina;ESP;213;;F;F;J;(Lyon);A;2016-12-17
EBERT Leonie;1999-10-04;16;D;1;5;GEBET Gaelle;FRA;37;;F;F;S;(Alger);A;2016-02-05
EBERT Leonie;1999-10-04;17;V;5;1;GHAZI Lila;ALG;380;;F;F;S;(Alger);A;2017-01-13
EBERT Leonie;1999-10-04;18;V;5;1;GILL Isabella;GBR;138;;F;F;J;(Bochum);A;2017-10-28
EBERT Leonie;1999-10-04;16;V;5;1;GILLJAM Patricia;SWE;203;;F;F;J;(Bochum);A;2015-10-31
EBERT Leonie;1999-10-04;18;V;15;5;GIMENEZ Isis;VEN;121;;F;F;S;(Wuxi);CHM;2018-07-20
EBERT Leonie;1999-10-04;17;V;5;3;GOGLIDZE Teona;GEO;287;;F;F;S;(Tbilisi);CHZ;2017-06-13
EBERT Leonie;1999-10-04;16;V;5;3;GOLDIE Alanna;CAN;40;;F;F;S;(Shanghai);GP;2016-06-03
EBERT Leonie;1999-10-04;16;V;5;1;GOLDIE Alanna;CAN;40;;F;F;S;(Cancun);A;2015-10-16
EBERT Leonie;1999-10-04;17;V;5;2;GOLEBIOWSKA Natalia;POL;163;;F;F;S;(Tauberbischofsheim);A;2017-04-28
EBERT Leonie;1999-10-04;16;V;5;1;GOLOBKO Lalita;ISR;75;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;17;V;5;3;GOLOKOLENKO Alla;RUS;211;;F;F;J;(Zagreb);A;2017-01-07
EBERT Leonie;1999-10-04;16;D;1;5;GOLOKOLENKO Alla;RUS;71;;F;F;J;(Zagreb);A;2016-01-30
EBERT Leonie;1999-10-04;15;D;6;15;GOLUBYTSKYI Carolin;GER;25;;F;F;S;(Moscow);CHM;2015-07-15
EBERT Leonie;1999-10-04;15;D;11;12;GOLUBYTSKYI Carolin;GER;25;;F;F;S;(Alger);A;2015-02-06
EBERT Leonie;1999-10-04;18;D;11;15;GONG Yu;CHN;99;;F;F;S;(St-Maur);A;2017-11-03
EBERT Leonie;1999-10-04;15;V;5;0;GONG Yuting;CHN;364;;F;F;S;(Shanghai);GP;2015-05-15
EBERT Leonie;1999-10-04;16;V;5;2;GONZALEZ CIAVARELLA Athina;ARG;93;;F;F;J;(Bourges);CHM;2016-04-05
EBERT Leonie;1999-10-04;15;V;15;3;GRIMAN Maria;VEN;248;;F;F;S;(Moscow);CHM;2015-07-15
EBERT Leonie;1999-10-04;16;D;14;15;GU Jerrica;CAN;255;;F;F;S;(St-Maur);A;2015-11-06
EBERT Leonie;1999-10-04;18;V;5;1;GUEMMAR Chaima Nihal;ALG;495;;F;F;S;(Alger);A;2018-02-02
EBERT Leonie;1999-10-04;17;V;5;2;GUILLAUME Meredith;FRA;113;;F;F;J;(Bochum);A;2016-10-28
EBERT Leonie;1999-10-04;17;V;5;0;GULEN Fatmanur;TUR;319;;F;F;J;(Plovdiv);CHZ;2017-03-06
EBERT Leonie;1999-10-04;16;V;5;4;GUNES Firuze Aysen;TUR;382;;F;F;J;(Zagreb);A;2016-01-30
EBERT Leonie;1999-10-04;19;V;15;9;GUO Jessica Zi Jia;CAN;145;;F;F;S;(Katowice);A;2019-01-11
EBERT Leonie;1999-10-04;18;V;15;13;GUYART Astrid;FRA;28;;F;F;S;(Shanghai);GP;2018-05-18
EBERT Leonie;1999-10-04;17;V;5;1;GUYART Astrid;FRA;11;;F;F;S;(Tbilisi);CHZ;2017-06-13
EBERT Leonie;1999-10-04;18;V;15;5;HAJAS Nora;HUN;26;;F;F;J;(Sochi);CHZ;2018-03-08
EBERT Leonie;1999-10-04;18;V;15;12;HAJAS Nora;HUN;26;;F;F;J;(Zagreb);A;2018-01-27
EBERT Leonie;1999-10-04;18;V;5;2;HAJAS Nora;HUN;492;;F;F;S;(Katowice);A;2018-01-12
EBERT Leonie;1999-10-04;16;V;5;0;HAJAS Nora;HUN;31;;F;F;C;(Bourges);CHM;2016-04-01
EBERT Leonie;1999-10-04;17;V;15;6;HAMPEL Eva;GER;51;;F;F;S;(Tbilisi);CHZ;2017-06-13
EBERT Leonie;1999-10-04;17;V;15;3;HAMPEL Eva;GER;51;;F;F;S;(Shanghai);GP;2017-05-19
EBERT Leonie;1999-10-04;18;V;5;2;HANSEN Andrea;SWE;415;;F;F;J;(Udine);A;2018-01-06
EBERT Leonie;1999-10-04;15;D;8;11;HARVEY Eleanor;CAN;10;;F;F;J;(Tashkent);CHM;2015-04-05
EBERT Leonie;1999-10-04;17;D;2;5;HENAFF Ilona;FRA;85;;F;F;J;(Mödling);A;2017-01-28
EBERT Leonie;1999-10-04;15;V;5;3;HENDRICHOVA Sabina;CZE;1;;F;F;C;(Tashkent);CHM;2015-04-03
EBERT Leonie;1999-10-04;14;V;4;2;HERNANDEZ Alely;MEX;184;;F;F;S;(Turin);A;2014-03-21
EBERT Leonie;1999-10-04;17;V;15;10;HOHENADEL Leilani;GER;132;;F;F;J;(Zagreb);A;2017-01-07
