Name;DOB;Age;V/D;TS;TR;Adversary;Country;Ranking;Table;Weapon;Sex;Category;City;Type;Date
KIEFER Lee;1994-06-15;21;D;9;15;DERIGLAZOVA Inna;RUS;2;;F;F;S;(Tauberbischofsheim);A;2016-05-20
KIEFER Lee;1994-06-15;21;D;12;15;DERIGLAZOVA Inna;RUS;3;;F;F;S;(Moscow);CHM;2015-07-15
KIEFER Lee;1994-06-15;20;V;15;14;DERIGLAZOVA Inna;RUS;3;;F;F;S;(St-Maur);A;2014-11-07
KIEFER Lee;1994-06-15;18;D;13;15;DERIGLAZOVA Inna;RUS;2;;F;F;S;(St-Petersbourg);A;2013-03-01
KIEFER Lee;1994-06-15;15;D;1;5;DERIGLAZOVA Inna;RUS;13;;F;F;S;(Séoul);GP;2010-05-07
KIEFER Lee;1994-06-15;15;D;4;15;DERIGLAZOVA Inna;RUS;1;;F;F;J;(Baku);CHM;2010-04-06
KIEFER Lee;1994-06-15;15;V;15;10;DERIGLAZOVA Inna;RUS;1;;F;F;J;(Budapest);A;2010-01-05
KIEFER Lee;1994-06-15;13;D;7;13;DERIGLAZOVA Inna;RUS;1;;F;F;J;(Waldkirch);A;2008-01-27
KIEFER Lee;1994-06-15;21;D;14;15;DI FRANCISCA Elisa;ITA;3;;F;F;S;(St-Maur);A;2015-11-06
KIEFER Lee;1994-06-15;20;V;15;6;DI FRANCISCA Elisa;ITA;1;;F;F;S;(St-Maur);A;2014-11-07
KIEFER Lee;1994-06-15;19;D;10;15;DI FRANCISCA Elisa;ITA;2;;F;F;S;(Tauberbischofsheim);A;2014-03-14
KIEFER Lee;1994-06-15;16;D;5;15;DI FRANCISCA Elisa;ITA;1;;F;F;S;(Paris);CHM;2010-11-05
KIEFER Lee;1994-06-15;23;V;15;10;DLUGOSZ Martyna;POL;108;;F;F;S;(Tauberbischofsheim);A;2018-04-27
KIEFER Lee;1994-06-15;19;V;5;0;DORCAS Sofia;ARU;238;;F;F;S;José);CHZ;2014-06-03
KIEFER Lee;1994-06-15;20;V;15;7;DUBROVICH Jacqueline;USA;107;;F;F;S;(Turin);GP;2014-11-28
KIEFER Lee;1994-06-15;21;V;15;6;DUCHESNE Marie;FRA;166;;F;F;S;(Shanghai);GP;2016-06-03
KIEFER Lee;1994-06-15;19;D;5;15;DURANDO Benedetta;ITA;51;;F;F;S;(Gdansk);GP;2014-01-31
KIEFER Lee;1994-06-15;17;D;14;15;DURANDO Benedetta;ITA;27;;F;F;S;(Shanghai);A;2012-05-04
KIEFER Lee;1994-06-15;17;D;9;15;DURANDO Benedetta;ITA;27;;F;F;S;(Gdansk);GP;2012-02-24
KIEFER Lee;1994-06-15;15;D;3;5;DURANDO Benedetta;ITA;28;;F;F;S;(Dallas);A;2009-06-21
KIEFER Lee;1994-06-15;24;D;12;15;EBERT Leonie;GER;6;;F;F;S;(Katowice);A;2019-01-11
KIEFER Lee;1994-06-15;22;V;15;4;EBERT Leonie;GER;28;;F;F;S;California);GP;2017-03-17
KIEFER Lee;1994-06-15;23;V;15;9;ELESINA Irina;RUS;123;;F;F;S;(Cancun);A;2017-10-13
KIEFER Lee;1994-06-15;19;V;15;12;ELESINA Irina;RUS;140;;F;F;S;(Tauberbischofsheim);A;2014-03-14
KIEFER Lee;1994-06-15;16;V;15;7;ELESINA Irina;RUS;11;;F;F;J;(Waldkirch);A;2010-12-04
KIEFER Lee;1994-06-15;15;D;13;14;EMANUEL Martina;GBR;76;;F;F;S;(Marseille);GP;2010-03-26
KIEFER Lee;1994-06-15;21;D;6;15;ERBA Carolina;ITA;34;;F;F;S;(Alger);A;2016-02-05
KIEFER Lee;1994-06-15;19;V;15;14;ERBA Carolina;ITA;27;;F;F;S;(Budapest);A;2014-02-07
KIEFER Lee;1994-06-15;18;D;9;15;ERBA Carolina;ITA;7;;F;F;S;(Marseille);GP;2013-05-24
KIEFER Lee;1994-06-15;22;V;15;14;ERRIGO Arianna;ITA;2;;F;F;S;(Tauberbischofsheim);A;2017-04-28
KIEFER Lee;1994-06-15;22;V;15;11;ERRIGO Arianna;ITA;2;;F;F;S;(Turin);GP;2016-12-02
KIEFER Lee;1994-06-15;21;D;8;15;ERRIGO Arianna;ITA;1;;F;F;S;(Shanghai);GP;2016-06-03
KIEFER Lee;1994-06-15;21;D;11;15;ERRIGO Arianna;ITA;1;;F;F;S;Havane);GP;2016-03-11
KIEFER Lee;1994-06-15;20;V;15;14;ERRIGO Arianna;ITA;2;;F;F;S;(Alger);A;2015-02-06
KIEFER Lee;1994-06-15;20;D;8;15;ERRIGO Arianna;ITA;2;;F;F;S;(St-Maur);A;2014-11-07
KIEFER Lee;1994-06-15;20;D;6;15;ERRIGO Arianna;ITA;2;;F;F;S;(Cancun);A;2014-10-17
KIEFER Lee;1994-06-15;18;D;10;15;ERRIGO Arianna;ITA;1;;F;F;S;(Londres);JO;2012-07-28
KIEFER Lee;1994-06-15;13;D;1;3;ESCUDERO Ines;ESP;142;;F;F;J;(Waldkirch);A;2008-01-27
KIEFER Lee;1994-06-15;16;V;15;1;FALCI Deise;BRA;173;;F;F;S;José);CHZ;2010-08-02
KIEFER Lee;1994-06-15;24;V;5;0;FLORES Alejandra;CHI;182;;F;F;S;Havane);CHZ;2018-06-17
KIEFER Lee;1994-06-15;24;V;5;1;FORMENT SANCHEZ Maite;CUB;110;;F;F;S;Havane);CHZ;2018-06-17
KIEFER Lee;1994-06-15;24;V;5;2;FUENMAYOR CHOLES Johana Beatriz;VEN;165;;F;F;S;Havane);CHZ;2018-06-17
KIEFER Lee;1994-06-15;16;V;5;4;FUENMAYOR CHOLES Johana Beatriz;VEN;69;;F;F;S;José);CHZ;2010-08-02
KIEFER Lee;1994-06-15;16;V;8;5;FUENMAYOR CHOLES Johana Beatriz;VEN;69;;F;F;S;José);CHZ;2010-08-02
KIEFER Lee;1994-06-15;18;V;15;11;GARCIA AZUA Barbara;CHI;81;;F;F;S;(Cancun);CHZ;2012-06-17
KIEFER Lee;1994-06-15;18;V;5;2;GARCIA AZUA Barbara;CHI;81;;F;F;S;(Cancun);CHZ;2012-06-17
KIEFER Lee;1994-06-15;21;V;15;11;GEBET Gaelle;FRA;37;;F;F;S;(Shanghai);GP;2016-06-03
KIEFER Lee;1994-06-15;16;V;5;0;GEBET Gaelle;FRA;29;;F;F;S;York);A;2010-06-19
KIEFER Lee;1994-06-15;15;D;4;5;GEBET Gaelle;FRA;29;;F;F;S;(Séoul);GP;2010-05-07
KIEFER Lee;1994-06-15;21;V;15;7;GIMENEZ Isis;VEN;27;;F;F;S;(St-Maur);A;2015-11-06
KIEFER Lee;1994-06-15;21;V;15;4;GIMENEZ Isis;VEN;27;;F;F;S;(Cancun);A;2015-10-16
KIEFER Lee;1994-06-15;20;V;15;12;GIMENEZ Isis;VEN;38;;F;F;S;(Santiago);CHZ;2015-04-17
KIEFER Lee;1994-06-15;20;V;5;2;GIMENEZ Isis;VEN;38;;F;F;S;(Santiago);CHZ;2015-04-17
KIEFER Lee;1994-06-15;19;V;15;4;GIMENEZ Isis;VEN;75;;F;F;S;(Cartagena);CHZ;2013-06-16
KIEFER Lee;1994-06-15;13;V;5;0;GLASENAPP Nadine;GER;199;;F;F;J;(Waldkirch);A;2008-01-27
KIEFER Lee;1994-06-15;24;V;15;12;GOLDIE Alanna;CAN;38;;F;F;S;(Alger);A;2018-11-23
KIEFER Lee;1994-06-15;24;V;15;8;GOLDIE Alanna;CAN;37;;F;F;S;(Wuxi);CHM;2018-07-20
KIEFER Lee;1994-06-15;24;V;15;12;GOLDIE Alanna;CAN;37;;F;F;S;Havane);CHZ;2018-06-17
KIEFER Lee;1994-06-15;22;V;5;1;GOLDIE Alanna;CAN;40;;F;F;S;(Panama);CHZ;2016-06-23
KIEFER Lee;1994-06-15;19;V;15;6;GOLDIE Alanna;CAN;15;;F;F;J;(Plovdiv);CHM;2014-04-06
KIEFER Lee;1994-06-15;18;V;15;14;GOLDIE Alanna;CAN;48;;F;F;S;(Cancun);CHZ;2012-06-17
KIEFER Lee;1994-06-15;17;V;15;8;GOLDIE Alanna;CAN;66;;F;F;J;(Moscow);CHM;2012-04-03
KIEFER Lee;1994-06-15;16;V;15;8;GOLDIE Alanna;CAN;92;;F;F;J;Morte);CHM;2011-04-01
KIEFER Lee;1994-06-15;22;V;15;2;GOLEBIOWSKA Natalia;POL;163;;F;F;S;(St-Maur);A;2016-11-04
KIEFER Lee;1994-06-15;20;V;15;9;GOLEBIOWSKA Natalia;POL;111;;F;F;S;(St-Maur);A;2014-11-07
KIEFER Lee;1994-06-15;16;V;15;10;GOLEBIOWSKA Natalia;POL;25;;F;F;J;Morte);CHM;2011-04-01
KIEFER Lee;1994-06-15;15;V;5;0;GOLLAN Natasha;GER;26;;F;F;J;(Waldkirch);A;2010-01-24
KIEFER Lee;1994-06-15;20;V;15;12;GOLUBYTSKYI Carolin;GER;25;;F;F;S;(Alger);A;2015-02-06
KIEFER Lee;1994-06-15;15;V;5;0;GRITUN Dalia;ISR;258;;F;F;J;(Baku);CHM;2010-04-06
KIEFER Lee;1994-06-15;14;V;14;12;GROSLAMBERT Delphine;BEL;14;;F;F;J;(Budapest);A;2009-01-03
KIEFER Lee;1994-06-15;13;V;5;1;GROSLAMBERT Delphine;BEL;29;;F;F;J;(Waldkirch);A;2008-01-27
KIEFER Lee;1994-06-15;16;V;15;9;GRUBE Melanie;GER;123;;F;F;S;(Shanghai);A;2011-05-06
KIEFER Lee;1994-06-15;16;V;9;8;GRUBE Melanie;GER;123;;F;F;S;(Gdansk);GP;2011-02-25
KIEFER Lee;1994-06-15;24;V;5;4;GUERRA ACOSTA Laura Julieth;COL;157;;F;F;S;Havane);CHZ;2018-06-17
KIEFER Lee;1994-06-15;20;V;15;13;GUYART Astrid;FRA;12;;F;F;S;Havane);GP;2015-03-13
KIEFER Lee;1994-06-15;20;V;15;10;GUYART Astrid;FRA;17;;F;F;S;(Kazan);CHM;2014-07-16
KIEFER Lee;1994-06-15;17;D;8;15;GUYART Astrid;FRA;5;;F;F;S;(Marseille);GP;2012-04-28
KIEFER Lee;1994-06-15;14;V;5;2;GYENGE Zsofia;HUN;186;;F;F;J;(Budapest);A;2009-01-03
KIEFER Lee;1994-06-15;21;V;15;7;HAMPEL Eva;GER;75;;F;F;S;(Shanghai);GP;2016-06-03
KIEFER Lee;1994-06-15;16;V;5;0;HANINA Noa;ISR;139;;F;F;J;Morte);CHM;2011-04-01
KIEFER Lee;1994-06-15;15;V;5;1;HARTMAN Grace;USA;274;;F;F;S;(Dallas);A;2009-06-21
KIEFER Lee;1994-06-15;23;V;15;8;HARVEY Eleanor;CAN;7;;F;F;S;California);GP;2018-03-17
KIEFER Lee;1994-06-15;23;V;15;10;HARVEY Eleanor;CAN;13;;F;F;S;(Montreal);CHZ;2017-06-15
KIEFER Lee;1994-06-15;22;V;15;7;HARVEY Eleanor;CAN;13;;F;F;S;(Panama);CHZ;2016-06-23
KIEFER Lee;1994-06-15;19;V;15;11;HARVEY Eleanor;CAN;5;;F;F;J;(Plovdiv);CHM;2014-04-06
KIEFER Lee;1994-06-15;19;V;15;5;HARVEY Eleanor;CAN;74;;F;F;S;(Budapest);CHM;2013-08-05
KIEFER Lee;1994-06-15;16;V;5;0;HAUKE Laura;GER;306;;F;F;J;(Waldkirch);A;2010-12-04
KIEFER Lee;1994-06-15;17;V;5;3;HAUSMAN Marta;POL;11;;F;F;J;(Moscow);CHM;2012-04-03
KIEFER Lee;1994-06-15;22;D;4;5;HERNANDEZ Alely;MEX;64;;F;F;S;(Panama);CHZ;2016-06-23
KIEFER Lee;1994-06-15;17;V;5;1;HERNANDEZ Aidee;MEX;136;;F;F;S;Nevada);CHZ;2011-07-04
KIEFER Lee;1994-06-15;15;V;5;2;HIRAISHI Noriko;JPN;313;;F;F;S;(Séoul);GP;2010-05-07
KIEFER Lee;1994-06-15;23;V;15;9;HONG Seo In;KOR;27;;F;F;S;(Katowice);A;2018-01-12
KIEFER Lee;1994-06-15;16;V;5;1;HONG Seo In;KOR;71;;F;F;S;(Turin);A;2011-03-11
KIEFER Lee;1994-06-15;20;V;15;8;HOPKA-VARGA Gabriella;HUN;17;;F;F;S;(Alger);A;2015-02-06
KIEFER Lee;1994-06-15;17;V;12;11;HOPKA-VARGA Gabriella;HUN;52;;F;F;S;(Turin);A;2012-03-09
KIEFER Lee;1994-06-15;14;V;5;0;HOPPE MONTANARO Malinka;CAN;82;;F;F;J;(Belfast);CHM;2009-04-08
KIEFER Lee;1994-06-15;17;V;15;8;HUANG Jiaxin;CHN;107;;F;F;J;(Moscow);CHM;2012-04-03
KIEFER Lee;1994-06-15;19;D;10;15;HUIN Julie;FRA;73;;F;F;S;(Séoul);GP;2014-04-26
KIEFER Lee;1994-06-15;20;V;5;4;IBANEZ Delfina;ARG;172;;F;F;S;(Santiago);CHZ;2015-04-17
KIEFER Lee;1994-06-15;19;V;5;0;IBANEZ Delfina;ARG;222;;F;F;S;(Cartagena);CHZ;2013-06-16
KIEFER Lee;1994-06-15;16;V;5;0;IBANEZ Delfina;ARG;56;;F;F;J;Morte);CHM;2011-04-01
KIEFER Lee;1994-06-15;17;D;10;13;IKEHATA Kanae;JPN;18;;F;F;S;(Turin);A;2012-03-09
KIEFER Lee;1994-06-15;15;V;5;3;IKEHATA Kanae;JPN;27;;F;F;S;(Antalya);CHM;2009-10-01
KIEFER Lee;1994-06-15;22;V;15;8;INOSTROZA Arantza;CHI;138;;F;F;S;(Panama);CHZ;2016-06-23
KIEFER Lee;1994-06-15;22;V;5;0;INOSTROZA Arantza;CHI;138;;F;F;S;(Panama);CHZ;2016-06-23
KIEFER Lee;1994-06-15;22;D;12;13;IVANOVA Anastasiia;RUS;30;;F;F;S;(St-Maur);A;2016-11-04
KIEFER Lee;1994-06-15;20;D;6;15;IVANOVA Anastasiia;RUS;30;;F;F;S;(Shanghai);GP;2015-05-15
KIEFER Lee;1994-06-15;19;V;15;7;IVANOVA Anastasiia;RUS;35;;F;F;S;(Tauberbischofsheim);A;2014-03-14
KIEFER Lee;1994-06-15;19;V;15;12;IVANOVA Anastasiia;RUS;35;;F;F;S;(Budapest);A;2014-02-07
KIEFER Lee;1994-06-15;15;D;7;15;IVANOVA Anastasiia;RUS;8;;F;F;J;(Lyon);A;2010-02-07
KIEFER Lee;1994-06-15;15;V;15;9;IVANOVA Anastasiia;RUS;8;;F;F;J;(Budapest);A;2010-01-05
KIEFER Lee;1994-06-15;14;V;3;2;IVANOVA Anastasiia;RUS;11;;F;F;J;(Budapest);A;2009-01-03
KIEFER Lee;1994-06-15;14;V;5;0;JAKUBCOVA Katerina;CZE;242;;F;F;J;(Budapest);A;2009-01-03
KIEFER Lee;1994-06-15;23;D;14;15;JANG Yeaseul;KOR;98;;F;F;S;(St-Maur);A;2017-11-03
KIEFER Lee;1994-06-15;16;V;5;3;JEDRZEJEWSKA Barbara;POL;82;;F;F;J;(Waldkirch);A;2010-12-04
KIEFER Lee;1994-06-15;17;D;9;12;JELINSKA Martyna;POL;97;;F;F;S;(Budapest);A;2012-03-23
KIEFER Lee;1994-06-15;16;V;15;5;JELINSKA Martyna;POL;9;;F;F;J;Morte);CHM;2011-04-01
KIEFER Lee;1994-06-15;16;V;5;0;JELINSKA Martyna;POL;229;;F;F;S;(Tauberbischofsheim);A;2011-02-11
KIEFER Lee;1994-06-15;15;V;5;3;JELINSKA Martyna;POL;38;;F;F;J;(Lyon);A;2010-02-07
KIEFER Lee;1994-06-15;21;V;15;7;JEON Hee Sook;KOR;21;;F;F;S;(St-Maur);A;2015-11-06
KIEFER Lee;1994-06-15;20;D;14;15;JEON Hee Sook;KOR;5;;F;F;S;Havane);GP;2015-03-13
KIEFER Lee;1994-06-15;18;V;15;11;JEON Hee Sook;KOR;11;;F;F;S;(Marseille);GP;2013-05-24
